year	Date	rep	route	site.name	site.num	distance	temp	sal
2008	27-Jun	6	Tribune	Middle of Burdwoods	16	44.2	13.0	23
2008	27-Jun	6	Tribune	Denham Isl.	17	45.82	14.0	19
2008	29-Jun	6	Tribune	Kingfisher Isl.	18	48.62	12.5	21
2008	27-Jun	6	Tribune	1 site E. of Bay of the Damned.	19	51	13.5	18
2008	27-Jun	6	Tribune	Sharp Pt.	20	52.91	13.0	21
2008	27-Jun	6	Tribune	W. side of Deep Harbour	21	54.9	13.0	18
2008	25-Jun	6	Tribune	E. of Twin Lagoon	22	57.41	11.5	25
2008	25-Jun	6	Tribune	1 site W. of Wicklow Farm	23	60.23	12.0	23
2008	25-Jun	6	Tribune	2 sites W. of Wicklow Farm	24	62.5	12.0	25
2008	24-Jun	6	Tribune	Mouth of Fife	25	63.48	12.0	26
2008	30-Jun	6	Upper Knight	1 site E. of Steep Head	1	-6.38	13.0	16
2008	30-Jun	6	Upper Knight	S. Viscount Isl.	2	-2.65	14.0	14
2009	30-Apr	1	Lower Knight	1 site W. of Shewell Isl.	9	2.25	NA	25
2009	29-Apr	1	Lower Knight	2 sites W. of Shewell Isl.	10	3.98	NA	25
2009	01-May	1	Lower Knight	1 site E. of Stormy Bluff	11	5.63	NA	35
2009	30-Apr	1	Lower Knight	Stormy Bluff	12	7.4	NA	21
2009	01-May	1	Lower Knight	1 site W. of Stormy Bluff	13	9.46	NA	25
2009	01-May	1	Lower Knight	E. side of Lady Isl.	14	12	NA	26
2009	01-May	1	Lower Knight	W. side of Lady Isl.	15	13.64	NA	26
2009	01-May	1	Lower Knight	Gilford Pt.	16	16.08	NA	27
2009	01-May	1	Lower Knight	1 site W. of Gilford Pt.	17	17.67	NA	28
2009	01-May	1	Lower Knight	Chop Bay	18	19.41	NA	30
2009	02-May	1	Lower Knight	1 site W. of Chop Bay	19	22.29	NA	26
2009	02-May	1	Lower Knight	Slope Pt.	20	23.91	NA	30
2009	02-May	1	Lower Knight	1 site W. of Slope Pt.	21	25.41	NA	31
2009	27-Apr	1	Tribune	Braza Isl.	9	1.9	8.5	29
2009	30-Apr	1	Tribune	2 sites S. of Humphrey Rock	10	3.93	NA	25
2009	27-May	1	Tribune	1 site S. of Humphrey Rock	11	4.8	8.5	31
2009	27-May	1	Tribune	1 site N. of Humphrey Rock	12	6.03	8.0	33
2009	27-Apr	1	Tribune	Across from N. end of Viscount Isl.	14	10.02	7.0	30
2009	25-Apr	1	Tribune	2 sites S. of Trafford Pt.	15	12.17	7.5	27
2009	24-Apr	1	Tribune	1 site S. of Trafford Pt.	16	14.33	9.0	23
2009	25-Apr	1	Tribune	Trafford Pt.	17	15.62	7.5	26
2009	24-Apr	1	Tribune	1 site S. of Brown Pt.	18	18.76	8.0	23
2009	24-Apr	1	Tribune	Brown Pt.	19	21.02	8.0	23
2009	23-Apr	1	Tribune	1 site S. of Loaf Pt.	20	23.38	8.5	24
2009	23-Apr	1	Tribune	Loaf Pt.	21	25.66	8.0	25
2009	24-Apr	1	Tribune	W. side of Bond Sound	22	27.52	7.5	22
2009	23-Apr	1	Tribune	1 site E. of Kwatsi Pt.	23	29.26	7.5	26
2009	23-Apr	1	Tribune	Kwatsi Pt.	24	30.81	7.0	26
2009	22-Apr	1	Tribune	W. side of Kwatsi Bay	25	32.42	7.5	31
2009	22-Apr	1	Tribune	1 site E. of Glacier Falls	26	34.01	7.5	28
2009	22-Apr	1	Tribune	Glacier Falls	27	36.49	7.0	28
2009	21-Apr	1	Tribune	1 sites W. of Glacier Falls	28	38.37	7.0	27
2009	22-Apr	1	Tribune	3 sites E. of Eagle Nest Bay	29	40.29	6.5	25
2009	21-Apr	1	Tribune	2 sites E. of Eagle Nest Bay	30	42.13	NA	NA
2009	21-Apr	1	Tribune	1 site E. of Eagle Nest Bay	31	44	NA	NA
2009	21-Apr	1	Tribune	Eagle Nest Bay	32	46.16	NA	NA
2009	26-Apr	1	Tribune	Fry Bay	33	47.79	NA	27
2009	26-Apr	1	Tribune	Middle of Burdwoods	34	49.85	9.0	28
2009	26-Apr	1	Tribune	Denham Isl.	35	51.52	8.0	28
2009	25-May	1	Tribune 	2 sites N. of Humphrey Rock	13	7.85	9.0	29
2009	29-Apr	1	Upper Knight	Hoeya Head	1	-18.66	NA	21
2009	29-Apr	1	Upper Knight	1 site E. of Shelterless Pt.	2	-14.77	NA	20
2009	28-Apr	1	Upper Knight	Shelterless Pt.	3	-10.63	NA	29
2009	28-Apr	1	Upper Knight	1 site E. of Steep Head	4	-6.9	NA	30
2009	28-Apr	1	Upper Knight	Steep Head	5	-5.15	NA	25
2009	29-Apr	1	Upper Knight	SE Viscount Isl.	6	-3.61	NA	24
2009	28-Apr	1	Upper Knight	SW Viscount Isl.	7	-1.83	7.5	32
2009	27-Apr	1	Upper Knight	Shewell Isl.	8	0.04	7.5	30
2009	13-May	2	Lower Knight	1 site W. of Shewell Isl.	6	3.73	NA	29
2009	16-May	2	Lower Knight	1 site E. of Lady Isl.	7	9.05	NA	31
2009	17-May	2	Lower Knight	E. side of Lady Isl	8	11.73	NA	27
2009	16-May	2	Lower Knight	W. end of Lady Is.	9	14.07	NA	30
2009	17-May	2	Lower Knight	1 site W. of Lady Isl.	10	15.27	NA	29
2009	17-May	2	Lower Knight	E. side of Tribune Pt.	11	17.75	NA	30
2009	17-May	2	Lower Knight	W. side of Chop Bay	12	19.43	NA	30
2009	18-May	2	Lower Knight	E. side of Chop Bay	13	20.6	NA	31
2009	18-May	2	Lower Knight	1 site E. of Slope Pt.	14	22.17	NA	32
2009	18-May	2	Lower Knight	W. Of Slope Pt.	15	NA	NA	30
2009	18-May	2	Lower Knight	Slope Pt.	NA	23.59	NA	30
2009	13-May	2	Tribune	Braza Isl.	6	2.14	NA	28
2009	13-May	2	Tribune	1 site N. of Braza Isl.	7	2.69	NA	NA
2009	12-May	2	Tribune	1 site N. of Humphrey Rock	8	5.23	NA	30
2009	12-May	2	Tribune	2 sites N. of Humphrey Rock	9	6.25	NA	32
2009	12-May	2	Tribune	3 sites N. of Humphrey Rock	10	8.57	NA	28
2009	11-May	2	Tribune	2 sites S. of Trafford Pt.	11	11.04	NA	28
2009	11-May	2	Tribune	1 site S. of Trafford Pt.	12	12.76	NA	20
2009	08-May	2	Tribune	Trafford Pt.	13	14.61	NA	30
2009	11-May	2	Tribune	Across from Brown Pt.	14	18.31	NA	26
2009	08-May	2	Tribune	E. side of Bond Sound	15	23.53	NA	26
2009	08-May	2	Tribune	W. side of Bond Sound	16	26.36	NA	28
2009	07-May	2	Tribune	Kwatsi Pt.	17	28.45	NA	28
2009	07-May	2	Tribune	E. side of Kwatsi Bay	18	30.42	NA	29
2009	07-May	2	Tribune	Gormely Pt.	19	32.2	NA	28
2009	06-May	2	Tribune	Glacier Falls	20	34.1	NA	27
2009	06-May	2	Tribune	3 sites E. of Eagle Nest Bay	21	36.95	NA	17
2009	06-May	2	Tribune	2 sites E. of Eagle Nest Bay	22	39.12	NA	27
2009	06-May	2	Tribune	1 site E. of Eagle Nest Bay	23	41.11	NA	30
2009	03-May	2	Tribune	Eagle Nest Bay	24	42.96	8.5	28
2009	03-May	2	Tribune	Fry Bay	25	44.8	8.5	30
2009	03-May	2	Tribune	Middle of Burdwoods	26	46.91	8.5	30
2009	03-May	2	Tribune	Denham Isl.	27	48.6	8.5	27
2009	03-May	2	Tribune	Kingfisher Isl.	28	51.03	8.5	26
2009	15-May	2	Upper Knight	1 site E. of Hoeya Head	1	-21.19	NA	29
2009	15-May	2	Upper Knight	E. side of Lull Bay	2	-17.39	NA	29
2009	15-May	2	Upper Knight	1 site E. of Steep Head	3	-5.99	NA	29
2009	15-May	2	Upper Knight	S. of Viscount Isl.	4	-2.59	NA	30
2009	13-May	2	Upper Knight	Shewell Isl.	5	0.26	NA	27
2009	26-May	3	Lower Knight	1 site W. of Shewell Isl.	8	2.47	NA	27
2009	27-May	3	Lower Knight	1 site W. of Doctor Islets	9	4.33	NA	31
2009	27-May	3	Lower Knight	1 site W. of Stormy Bluff	10	8.68	NA	30
2009	27-May	3	Lower Knight	E. of Stormy Bluff	11	6.31	NA	32
2009	27-May	3	Lower Knight	1 site E. of Lady Isl.	12	9.75	NA	30
2009	28-May	3	Lower Knight	E. end of Lady Island	13	12.35	NA	31
2009	28-May	3	Lower Knight	W. end of Lady Island	14	14.11	NA	32
2009	28-May	3	Lower Knight	Gilford Pt.	15	16.32	NA	31
2009	28-May	3	Lower Knight	Tribune Pt.	16	17.93	NA	32
2009	29-May	3	Lower Knight	E. side of Chop Bay	17	19.68	9.0	30
2009	29-May	3	Lower Knight	W. side of Chop Bay	18	20.78	8.0	31
2009	29-May	3	Lower Knight	1 site E. of Slope Pt.	19	22.36	8.0	31
2009	29-May	3	Lower Knight	Slope Pt.	20	24.07	9.0	31
2009	29-May	3	Lower Knight	Spring Passage	21	26.05	9.0	32
2009	22-May	3	Tribune	Braza Isl.	8	1.96	NA	29
2009	22-May	3	Tribune	1 site N. of Braza Isl.	9	3.29	NA	NA
2009	22-May	3	Tribune	1 site S. of Humphrey Rock	10	5.3	NA	28
2009	22-May	3	Tribune	1 site N. of Humphrey Rock	11	6.63	NA	29
2009	22-May	3	Tribune	2 sites N. of Humphrey Rock	12	9.14	NA	25
2009	21-May	3	Tribune	Across from N. end of Viscount Isl.	13	11.22	NA	27
2009	22-May	3	Tribune	S. Kumlah Isl.	14	13.98	NA	23
2009	21-May	3	Tribune	Trafford Point	15	15.89	11.0	21
2009	21-May	3	Tribune	Across from Brown Pt.	16	20.3	12.0	21
2009	21-May	3	Tribune	Brown Pt.	17	22.55	9.5	22
2009	21-May	3	Tribune	Loaf Pt.	18	24.9	9.5	23
2009	21-May	3	Tribune	E. side of Bond Sound	19	27.09	9.5	27
2009	21-May	3	Tribune	W. side of Bond Sound	20	29.49	9.0	27
2009	20-May	3	Tribune	Kwatsi Pt.	21	31.97	11.0	27
2009	20-May	3	Tribune	W. side of Kwatsi Bay	22	33.87	10.0	26
2009	20-May	3	Tribune	Gormely Pt.	23	35.66	10.0	27
2009	20-May	3	Tribune	1 site E. of Glacier Falls	24	37.71	10.0	29
2009	20-May	3	Tribune	2 sites E. of Glacier Falls	25	40.69	9.5	27
2009	20-May	3	Tribune	2 sites E of Eagle Nest Bay	26	42.89	9.0	26
2009	20-May	3	Tribune	1 site E. of Eagle Nest Bay	27	44.95	10.0	22
2009	20-May	3	Tribune	Eagle Nest Bay	28	46.66	9.0	21
2009	20-May	3	Tribune	Fry Bay	29	48.41	10.0	23
2009	19-May	3	Tribune	Middle of Burdwoods 	30	49.9	11.0	31
2009	19-May	3	Tribune	Denham Isl.	31	52.01	10.0	25
2009	19-May	3	Tribune	Kingfisher Isl.	32	54.22	11.0	25
2009	19-May	3	Tribune	1 site E. of Bay of the Damned	33	56.58	11.0	29
2009	19-May	3	Tribune	Bay of the Damned	34	58.17	10.5	28
2009	19-May	3	Tribune	Jumper Isl.	35	59.13	10.0	31
2009	19-May	3	Tribune	Pemberton Pt.	36	61.39	9.5	28
2009	19-May	3	Tribune	W. of Twin Lagoon	37	64.37	9.0	31
2009	19-May	3	Tribune	1 site W. of Wicklow Farm	38	66.24	9.0	30
2009	19-May	3	Tribune	Mouth of Fife Sound	39	68.87	9.0	28
2009	25-May	3	Upper Knight	1 site W. of Lull Bay	1	-15.21	NA	27
2009	25-May	3	Upper Knight	Shelterless Pt.	2	-11	NA	27
2009	25-May	3	Upper Knight	2 site E of Steep Head	3	-6.52	NA	31
2009	24-May	3	Upper Knight	1 site E. of Steep Head	4	-5.08	NA	NA
2009	24-May	3	Upper Knight	SE Viscount Isl.	5	-3.39	NA	31
2009	24-May	3	Upper Knight	SW Viscount Isl.	6	-1.98	NA	31
2009	23-May	3	Upper Knight	Shewell Isl.	7	0.26	NA	33
2009	10-Jun	4	Lower Knight	E. end of Lady Isl.	8	11.51	11.0	30
2009	10-Jun	4	Lower Knight	W. end of Lady Isl.	9	13.68	12.5	28
2009	10-Jun	4	Lower Knight	W. of Gilford Point	10	15.38	12.5	30
2009	10-Jun	4	Lower Knight	Tribune Point	11	17.3	11.0	31
2009	11-Jun	4	Lower Knight	E. side of Chop Bay	12	19.15	9.5	30
2009	11-Jun	4	Lower Knight	1 site W. of Chop Bay	13	21.5	9.5	30
2009	11-Jun	4	Lower Knight	Slope Point	14	23.12	9.5	31
2009	11-Jun	4	Lower Knight	1 site W. of Slope Pt.	15	25.14	8.5	32
2009	07-Jun	4	Tribune	Braza Isl.	8	2.03	12.0	25
2009	07-Jun	4	Tribune	1 site N. of Braza Isl.	9	2.76	12.5	22
2009	07-Jun	4	Tribune	1 site S. of Humphrey Rock	10	4.17	12.5	23
2009	06-Jun	4	Tribune	1 site N. of Humphrey Rock	11	5.71	NA	20
2009	06-Jun	4	Tribune	2 sites N. of Humphrey Rock	12	6.71	15.5	18
2009	06-Jun	4	Tribune	3 sites N. of Humphrey Rock	13	7.94	17.0	17
2009	06-Jun	4	Tribune	Across from N. end of Viscount Isl.	14	10.33	15.0	18
2009	06-Jun	4	Tribune	Across from W. end of Kumlah Isl.	15	12.46	15.0	17
2009	06-Jun	4	Tribune	1 site S. of Trafford Pt.	16	14.39	13.0	12
2009	05-Jun	4	Tribune	Trafford Pt.	17	15.38	16.5	16
2009	05-Jun	4	Tribune	Brown Pt.	18	20.11	15.0	12
2009	05-Jun	4	Tribune	Loaf Pt.	19	21.89	14.5	10
2009	05-Jun	4	Tribune	E. side of Bond Sound	20	24.09	14.5	20
2009	05-Jun	4	Tribune	W. side of Bond Sound	21	26.58	14.5	18
2009	02-Jun	4	Tribune	Kwatsi Pt.	22	29.17	10.0	30
2009	02-Jun	4	Tribune	W. side of Kwatsi Bay	23	30.99	11.0	31
2009	02-Jun	4	Tribune	Gormely Pt.	24	32.68	11.5	30
2009	02-Jun	4	Tribune	1 site W. of Glacier Falls	25	35.39	11.0	17
2009	02-Jun	4	Tribune	3 sites E. of Eagle Nest Bay	26	37.7	10.5	28
2009	01-Jun	4	Tribune	2 sites E. of Eagle Nest Bay	27	39.76	11.5	27
2009	01-Jun	4	Tribune	1 site E. of Eagle Nest Bay	28	41.95	11.0	31
2009	01-Jun	4	Tribune	Eagle Nest Bay	29	43.56	12.0	27
2009	01-Jun	4	Tribune	Fry Bay	30	45.28	12.5	24
2009	01-Jun	4	Tribune	Middle of Burdwoods	31	47.26	NA	25
2009	01-Jun	4	Tribune	Denham Isl.	32	48.98	11.5	20
2009	31-May	4	Tribune	Kingfisher Isl.	33	51.25	12.0	30
2009	31-May	4	Tribune	1 site E. of Bay of the Damned	34	53.52	9.5	30
2009	31-May	4	Tribune	Bay of the Damned	35	55.12	10.5	28
2009	31-May	4	Tribune	Jumper Isl.	36	56.32	9.5	32
2009	31-May	4	Tribune	Pemberton Point	37	58.19	9.5	29
2009	30-May	4	Tribune	E. of Twin Lagoon	38	59.71	11.0	31
2009	30-May	4	Tribune	W. of Twin Lagoon	39	61.37	10.0	29
2009	30-May	4	Tribune	W. of Wicklow Farm	40	63.43	8.0	30
2009	30-May	4	Tribune	Mouth of Fife Sound	41	65.92	8.5	31
2009	09-Jun	4	Upper Knight	1 site W. of Lull Bay	1	-13.86	14.0	25
2009	09-Jun	4	Upper Knight	Shelterless Pt.	2	-9.57	15.0	23
2009	09-Jun	4	Upper Knight	1 site E. of Steep Head	3	-6.2	14.0	24
2009	09-Jun	4	Upper Knight	Steep Head	4	-4.42	13.0	26
2009	09-Jun	4	Upper Knight	SE Viscount Isl.	5	-2.9	12.5	28
2009	09-Jun	4	Upper Knight	SW Viscount Isl.	6	-2.16	10.0	28
2009	07-Jun	4	Upper Knight	Shewell Isl.	7	0.12	12.5	27
2009	22-Jun	5	Tribune	E. side of Bond Sound	1	18.87	14.0	18
2009	20-Jun	5	Tribune	Kwatsi Pt.	2	23.33	16.0	18
2009	20-Jun	5	Tribune	E. side of Kwatsi Bay	3	26.18	14.0	19
2009	20-Jun	5	Tribune	Watson Cove	4	27.35	13.0	22
2009	20-Jun	5	Tribune	"W., of Glacier Falls"	5	29.36	14.0	19
2009	18-Jun	5	Tribune	3 sites E. of Eagle Nest Bay	6	32.5	15.0	28
2009	18-Jun	5	Tribune	2 sites E. of Eagle Nest Bay	7	34.58	14.5	23
2009	18-Jun	5	Tribune	1 site E of Eagle Nest Bay	8	36.28	15.0	20
2009	18-Jun	5	Tribune	Eagle Nest Bay	9	38.11	14.5	20
2009	17-Jun	5	Tribune	Fry Bay	10	40.09	17.0	20
2009	17-Jun	5	Tribune	Middle of Burdwoods	11	41.95	16.0	22
2009	17-Jun	5	Tribune	Denham Isl.	12	43.44	15.0	17
2009	17-Jun	5	Tribune	Kingfisher Isl.	13	45.89	14.0	20
2009	16-Jun	5	Tribune	2 sites E. of Sharp Point	14	NA	15.0	16
2009	17-Jun	5	Tribune	1 site E. of Sharp Point	15	48.41	14.5	21
2009	16-Jun	5	Tribune	Sharp Pt.	16	50.53	14.0	19
2009	15-Jun	5	Tribune	Pemberton Pt.	17	52.53	14.0	27
2009	15-Jun	5	Tribune	E. of Twin lagoon	18	54.1	14.0	21
2009	15-Jun	5	Tribune	W. of Twin Lagoon	19	56.01	12.5	25
2009	15-Jun	5	Tribune	1 site W. of Wicklow Farm	20	58.1	12.0	30
2009	15-Jun	5	Tribune	Mouth of Fife Sound	21	60.2	10.0	32
